ایستگاه,تاریخ,SO2 ppb
پیروزی.منطقه13,1397/12/02,7
پیروزی.منطقه13,1397/12/03,6
پیروزی.منطقه13,1397/12/04,7
پیروزی.منطقه13,1397/12/05,6
پیروزی.منطقه13,1397/12/06,6
پیروزی.منطقه13,1397/12/07,9
پیروزی.منطقه13,1397/12/08,4
پیروزی.منطقه13,1397/12/09,5
پیروزی.منطقه13,1397/12/10,5
پیروزی.منطقه13,1397/12/11,6
پیروزی.منطقه13,1397/12/12,8
پیروزی.منطقه13,1398/01/25,4
پیروزی.منطقه13,1398/01/26,5
پیروزی.منطقه13,1398/01/27,7
پیروزی.منطقه13,1398/01/28,5
پیروزی.منطقه13,1398/01/29,7
پیروزی.منطقه13,1398/01/30,3
پیروزی.منطقه13,1398/01/31,6
پیروزی.منطقه13,1398/02/01,4
پیروزی.منطقه13,1398/02/02,4
پیروزی.منطقه13,1398/02/03,4
پیروزی.منطقه13,1398/02/04,5
پیروزی.منطقه13,1398/02/05,4
پیروزی.منطقه13,1398/02/06,4
پیروزی.منطقه13,1398/02/07,4
پیروزی.منطقه13,1398/02/08,5
پیروزی.منطقه13,1398/02/09,7
پیروزی.منطقه13,1398/02/10,5
پیروزی.منطقه13,1398/02/11,5
پیروزی.منطقه13,1398/02/12,7
پیروزی.منطقه13,1398/02/13,6
پیروزی.منطقه13,1398/02/14,9
پیروزی.منطقه13,1398/02/15,3
پیروزی.منطقه13,1398/02/16,7
پیروزی.منطقه13,1398/02/17,4
پیروزی.منطقه13,1398/02/18,4
پیروزی.منطقه13,1398/02/19,4
پیروزی.منطقه13,1398/02/20,3
پیروزی.منطقه13,1398/02/21,3
پیروزی.منطقه13,1398/02/22,5
پیروزی.منطقه13,1398/02/23,4
پیروزی.منطقه13,1398/02/24,4
پیروزی.منطقه13,1398/02/25,3
پیروزی.منطقه13,1398/02/26,5
پیروزی.منطقه13,1398/02/27,3
پیروزی.منطقه13,1398/02/28,3
پیروزی.منطقه13,1398/02/29,5
پیروزی.منطقه13,1398/02/30,3
پیروزی.منطقه13,1398/02/31,5
پیروزی.منطقه13,1398/03/01,3
پیروزی.منطقه13,1398/03/02,4
پیروزی.منطقه13,1398/03/03,4
پیروزی.منطقه13,1398/03/04,4
پیروزی.منطقه13,1398/03/05,5
پیروزی.منطقه13,1398/03/06,4
پیروزی.منطقه13,1398/03/07,5
پیروزی.منطقه13,1398/03/08,5
پیروزی.منطقه13,1398/03/09,4
پیروزی.منطقه13,1398/03/10,4
پیروزی.منطقه13,1398/03/11,4
پیروزی.منطقه13,1398/03/12,6
پیروزی.منطقه13,1398/03/13,6
پیروزی.منطقه13,1398/03/14,4
پیروزی.منطقه13,1398/03/15,4
پیروزی.منطقه13,1398/03/16,3
پیروزی.منطقه13,1398/03/17,3
پیروزی.منطقه13,1398/03/18,4
پیروزی.منطقه13,1398/03/19,3
پیروزی.منطقه13,1398/03/20,4
پیروزی.منطقه13,1398/03/21,7
پیروزی.منطقه13,1398/03/22,5
پیروزی.منطقه13,1398/03/23,5
پیروزی.منطقه13,1398/03/24,4
پیروزی.منطقه13,1398/03/25,5
پیروزی.منطقه13,1398/03/26,4
پیروزی.منطقه13,1398/03/27,5
پیروزی.منطقه13,1398/03/28,5
پیروزی.منطقه13,1398/03/29,5
پیروزی.منطقه13,1398/03/30,4
پیروزی.منطقه13,1398/03/31,5
پیروزی.منطقه13,1398/04/01,6
پیروزی.منطقه13,1398/04/02,5
پیروزی.منطقه13,1398/04/03,3
پیروزی.منطقه13,1398/04/04,6
پیروزی.منطقه13,1398/04/05,4
پیروزی.منطقه13,1398/04/06,6
پیروزی.منطقه13,1398/04/07,4
پیروزی.منطقه13,1398/04/08,5
پیروزی.منطقه13,1398/04/09,6
پیروزی.منطقه13,1398/04/10,6
پیروزی.منطقه13,1398/04/11,5
پیروزی.منطقه13,1398/04/12,5
پیروزی.منطقه13,1398/04/13,4
پیروزی.منطقه13,1398/04/14,6
پیروزی.منطقه13,1398/04/15,6
پیروزی.منطقه13,1398/04/16,4
پیروزی.منطقه13,1398/04/17,7
پیروزی.منطقه13,1398/04/18,
پیروزی.منطقه13,1398/04/19,5
پیروزی.منطقه13,1398/04/20,4
پیروزی.منطقه13,1398/04/21,3
پیروزی.منطقه13,1398/04/22,5
پیروزی.منطقه13,1398/04/23,5
پیروزی.منطقه13,1398/04/24,5
پیروزی.منطقه13,1398/04/25,3
پیروزی.منطقه13,1398/04/26,3
پیروزی.منطقه13,1398/04/27,4
پیروزی.منطقه13,1398/04/28,5
پیروزی.منطقه13,1398/04/29,6
پیروزی.منطقه13,1398/04/30,5
پیروزی.منطقه13,1398/04/31,3
پیروزی.منطقه13,1398/05/01,4
پیروزی.منطقه13,1398/05/02,6
پیروزی.منطقه13,1398/05/03,6
پیروزی.منطقه13,1398/05/04,6
پیروزی.منطقه13,1398/05/05,6
پیروزی.منطقه13,1398/05/06,5
پیروزی.منطقه13,1398/05/07,5
پیروزی.منطقه13,1398/05/08,9
پیروزی.منطقه13,1398/05/09,10
پیروزی.منطقه13,1398/05/10,5
پیروزی.منطقه13,1398/05/11,5
پیروزی.منطقه13,1398/05/12,5
پیروزی.منطقه13,1398/05/13,6
پیروزی.منطقه13,1398/05/14,8
پیروزی.منطقه13,1398/05/15,7
پیروزی.منطقه13,1398/05/16,6
پیروزی.منطقه13,1398/05/17,5
پیروزی.منطقه13,1398/05/18,6
پیروزی.منطقه13,1398/05/19,5
پیروزی.منطقه13,1398/05/20,5
پیروزی.منطقه13,1398/05/21,4
پیروزی.منطقه13,1398/05/22,5
پیروزی.منطقه13,1398/05/23,5
پیروزی.منطقه13,1398/05/24,5
پیروزی.منطقه13,1398/05/25,4
پیروزی.منطقه13,1398/05/26,6
پیروزی.منطقه13,1398/05/27,5
پیروزی.منطقه13,1398/05/28,7
پیروزی.منطقه13,1398/05/29,7
پیروزی.منطقه13,1398/05/30,7
پیروزی.منطقه13,1398/05/31,5
پیروزی.منطقه13,1398/06/01,3
پیروزی.منطقه13,1398/06/02,4
پیروزی.منطقه13,1398/06/03,4
پیروزی.منطقه13,1398/06/04,7
پیروزی.منطقه13,1398/06/05,7
پیروزی.منطقه13,1398/06/06,6
پیروزی.منطقه13,1398/06/07,5
پیروزی.منطقه13,1398/06/08,4
پیروزی.منطقه13,1398/06/09,4
پیروزی.منطقه13,1398/06/10,5
پیروزی.منطقه13,1398/06/11,7
پیروزی.منطقه13,1398/06/12,6
پیروزی.منطقه13,1398/06/24,
پیروزی.منطقه13,1398/07/14,
پیروزی.منطقه13,1398/07/15,4
پیروزی.منطقه13,1398/07/16,6
پیروزی.منطقه13,1398/07/17,7
پیروزی.منطقه13,1398/07/18,5
پیروزی.منطقه13,1398/07/19,6
پیروزی.منطقه13,1398/07/20,8
پیروزی.منطقه13,1398/07/21,6
پیروزی.منطقه13,1398/07/22,7
پیروزی.منطقه13,1398/07/23,8
پیروزی.منطقه13,1398/07/24,7
پیروزی.منطقه13,1398/07/25,7
پیروزی.منطقه13,1398/07/26,8
پیروزی.منطقه13,1398/07/27,7
پیروزی.منطقه13,1398/07/28,6
پیروزی.منطقه13,1398/07/29,4
پیروزی.منطقه13,1398/07/30,4
پیروزی.منطقه13,1398/08/01,3
پیروزی.منطقه13,1398/08/02,4
پیروزی.منطقه13,1398/08/03,3
پیروزی.منطقه13,1398/08/04,5
پیروزی.منطقه13,1398/08/05,3
پیروزی.منطقه13,1398/08/06,3
پیروزی.منطقه13,1398/08/07,3
پیروزی.منطقه13,1398/08/08,6
پیروزی.منطقه13,1398/08/09,6
پیروزی.منطقه13,1398/08/10,5
پیروزی.منطقه13,1398/08/11,5
پیروزی.منطقه13,1398/08/12,6
پیروزی.منطقه13,1398/08/13,9
پیروزی.منطقه13,1398/08/14,9
پیروزی.منطقه13,1398/08/15,9
پیروزی.منطقه13,1398/08/16,9
پیروزی.منطقه13,1398/08/17,8
پیروزی.منطقه13,1398/08/18,9
پیروزی.منطقه13,1398/08/19,9
پیروزی.منطقه13,1398/08/20,10
پیروزی.منطقه13,1398/08/21,13
پیروزی.منطقه13,1398/08/22,18
پیروزی.منطقه13,1398/08/23,16
پیروزی.منطقه13,1398/08/24,6
پیروزی.منطقه13,1398/08/25,4
پیروزی.منطقه13,1398/08/26,4
پیروزی.منطقه13,1398/08/27,5
پیروزی.منطقه13,1398/08/28,5
پیروزی.منطقه13,1398/08/29,4
پیروزی.منطقه13,1398/08/30,6
پیروزی.منطقه13,1398/09/01,7
پیروزی.منطقه13,1398/09/02,6
پیروزی.منطقه13,1398/09/03,7
پیروزی.منطقه13,1398/09/04,7
پیروزی.منطقه13,1398/09/05,8
پیروزی.منطقه13,1398/09/06,11
پیروزی.منطقه13,1398/09/07,12
پیروزی.منطقه13,1398/09/08,9
پیروزی.منطقه13,1398/09/09,9
پیروزی.منطقه13,1398/09/10,13
پیروزی.منطقه13,1398/09/11,12
پیروزی.منطقه13,1398/09/12,6
پیروزی.منطقه13,1398/09/13,5
پیروزی.منطقه13,1398/09/14,8
پیروزی.منطقه13,1398/09/15,6
پیروزی.منطقه13,1398/09/16,4
پیروزی.منطقه13,1398/09/17,4
پیروزی.منطقه13,1398/09/18,5
پیروزی.منطقه13,1398/09/19,8
پیروزی.منطقه13,1398/09/20,8
پیروزی.منطقه13,1398/09/21,8
پیروزی.منطقه13,1398/09/22,6
پیروزی.منطقه13,1398/09/23,14
پیروزی.منطقه13,1398/09/24,14
پیروزی.منطقه13,1398/09/25,12
پیروزی.منطقه13,1398/09/26,6
پیروزی.منطقه13,1398/09/27,7
پیروزی.منطقه13,1398/09/28,10
پیروزی.منطقه13,1398/09/29,10
پیروزی.منطقه13,1398/09/30,14
پیروزی.منطقه13,1398/10/01,15
پیروزی.منطقه13,1398/10/02,13
پیروزی.منطقه13,1398/10/03,14
پیروزی.منطقه13,1398/10/04,17
پیروزی.منطقه13,1398/10/05,12
پیروزی.منطقه13,1398/10/06,10
پیروزی.منطقه13,1398/10/07,5
پیروزی.منطقه13,1398/10/08,6
پیروزی.منطقه13,1398/10/09,8
پیروزی.منطقه13,1398/10/10,8
پیروزی.منطقه13,1398/10/11,6
پیروزی.منطقه13,1398/10/12,8
پیروزی.منطقه13,1398/10/13,11
پیروزی.منطقه13,1398/10/14,5
پیروزی.منطقه13,1398/10/15,5
پیروزی.منطقه13,1398/10/16,7
پیروزی.منطقه13,1398/10/17,10
پیروزی.منطقه13,1398/10/18,9
پیروزی.منطقه13,1398/10/19,4
پیروزی.منطقه13,1398/10/20,4
پیروزی.منطقه13,1398/10/21,6
پیروزی.منطقه13,1398/10/22,8
پیروزی.منطقه13,1398/10/23,12
پیروزی.منطقه13,1398/10/24,7
پیروزی.منطقه13,1398/10/25,9
پیروزی.منطقه13,1398/10/26,10
پیروزی.منطقه13,1398/10/27,5
پیروزی.منطقه13,1398/10/28,6
پیروزی.منطقه13,1398/10/29,5
پیروزی.منطقه13,1398/10/30,6
پیروزی.منطقه13,1398/11/01,5
پیروزی.منطقه13,1398/11/02,4
پیروزی.منطقه13,1398/11/03,3
پیروزی.منطقه13,1398/11/04,5
پیروزی.منطقه13,1398/11/05,6
پیروزی.منطقه13,1398/11/06,6
پیروزی.منطقه13,1398/11/07,7
پیروزی.منطقه13,1398/11/08,14
پیروزی.منطقه13,1398/11/09,14
پیروزی.منطقه13,1398/11/10,10
پیروزی.منطقه13,1398/11/11,8
پیروزی.منطقه13,1398/11/12,5
پیروزی.منطقه13,1398/11/13,7
پیروزی.منطقه13,1398/11/14,8
پیروزی.منطقه13,1398/11/15,9
پیروزی.منطقه13,1398/11/16,7
پیروزی.منطقه13,1398/11/17,11
پیروزی.منطقه13,1398/11/18,7
پیروزی.منطقه13,1398/11/19,6
پیروزی.منطقه13,1398/11/20,3
پیروزی.منطقه13,1398/11/21,4
پیروزی.منطقه13,1398/11/22,4
پیروزی.منطقه13,1398/11/23,6
پیروزی.منطقه13,1398/11/24,9
پیروزی.منطقه13,1398/11/25,6
پیروزی.منطقه13,1398/11/26,4
پیروزی.منطقه13,1398/11/27,4
پیروزی.منطقه13,1398/11/28,5
پیروزی.منطقه13,1398/11/29,9
پیروزی.منطقه13,1398/12/05,4
پیروزی.منطقه13,1398/12/06,3
پیروزی.منطقه13,1398/12/07,3
پیروزی.منطقه13,1398/12/08,7
پیروزی.منطقه13,1398/12/09,10
پیروزی.منطقه13,1398/12/10,8
پیروزی.منطقه13,1398/12/11,5
پیروزی.منطقه13,1398/12/12,3
پیروزی.منطقه13,1398/12/13,4
پیروزی.منطقه13,1398/12/14,8
پیروزی.منطقه13,1398/12/15,9
پیروزی.منطقه13,1398/12/16,10
پیروزی.منطقه13,1398/12/17,7
پیروزی.منطقه13,1398/12/18,6
پیروزی.منطقه13,1398/12/19,8
پیروزی.منطقه13,1398/12/20,8
پیروزی.منطقه13,1398/12/21,10
پیروزی.منطقه13,1398/12/22,10
پیروزی.منطقه13,1398/12/23,5
پیروزی.منطقه13,1398/12/24,4
پیروزی.منطقه13,1398/12/25,6
پیروزی.منطقه13,1398/12/26,6
پیروزی.منطقه13,1398/12/27,3
پیروزی.منطقه13,1398/12/28,3
پیروزی.منطقه13,1398/12/29,3
پیروزی.منطقه13,1399/01/01,4
پیروزی.منطقه13,1399/01/02,2
پیروزی.منطقه13,1399/01/03,2
پیروزی.منطقه13,1399/01/04,3
پیروزی.منطقه13,1399/01/05,4
پیروزی.منطقه13,1399/01/06,3
پیروزی.منطقه13,1399/01/07,2
پیروزی.منطقه13,1399/01/08,3
پیروزی.منطقه13,1399/01/09,3
پیروزی.منطقه13,1399/01/10,2
پیروزی.منطقه13,1399/01/11,3
پیروزی.منطقه13,1399/01/12,2
پیروزی.منطقه13,1399/01/13,2
پیروزی.منطقه13,1399/01/14,2
پیروزی.منطقه13,1399/01/15,3
پیروزی.منطقه13,1399/01/16,4
پیروزی.منطقه13,1399/01/17,2
پیروزی.منطقه13,1399/01/18,5
پیروزی.منطقه13,1399/01/19,3
پیروزی.منطقه13,1399/01/20,3
پیروزی.منطقه13,1399/01/21,2
پیروزی.منطقه13,1399/01/22,3
پیروزی.منطقه13,1399/01/23,3
پیروزی.منطقه13,1399/01/24,3
پیروزی.منطقه13,1399/01/25,3
پیروزی.منطقه13,1399/01/26,4
پیروزی.منطقه13,1399/01/27,4
پیروزی.منطقه13,1399/01/28,3
پیروزی.منطقه13,1399/01/29,3
پیروزی.منطقه13,1399/01/30,3
پیروزی.منطقه13,1399/01/31,3
پیروزی.منطقه13,1399/02/01,5
پیروزی.منطقه13,1399/02/02,3
پیروزی.منطقه13,1399/02/03,4
پیروزی.منطقه13,1399/02/04,4
پیروزی.منطقه13,1399/02/05,4
پیروزی.منطقه13,1399/02/06,4
پیروزی.منطقه13,1399/02/07,3
پیروزی.منطقه13,1399/02/08,3
پیروزی.منطقه13,1399/02/09,4
پیروزی.منطقه13,1399/02/10,4
پیروزی.منطقه13,1399/02/11,3
پیروزی.منطقه13,1399/02/12,3
پیروزی.منطقه13,1399/02/13,4
پیروزی.منطقه13,1399/02/14,3
پیروزی.منطقه13,1399/02/15,6
پیروزی.منطقه13,1399/02/16,5
پیروزی.منطقه13,1399/02/17,3
پیروزی.منطقه13,1399/02/18,2
پیروزی.منطقه13,1399/02/19,2
پیروزی.منطقه13,1399/02/20,4
پیروزی.منطقه13,1399/02/21,3
پیروزی.منطقه13,1399/02/22,4
پیروزی.منطقه13,1399/02/23,3
پیروزی.منطقه13,1399/02/24,5
پیروزی.منطقه13,1399/02/25,4
پیروزی.منطقه13,1399/02/26,5
پیروزی.منطقه13,1399/02/27,4
پیروزی.منطقه13,1399/02/28,5
پیروزی.منطقه13,1399/02/29,6
پیروزی.منطقه13,1399/02/30,5
پیروزی.منطقه13,1399/02/31,2
پیروزی.منطقه13,1399/03/01,5
پیروزی.منطقه13,1399/03/02,5
پیروزی.منطقه13,1399/03/03,4
پیروزی.منطقه13,1399/03/04,4
پیروزی.منطقه13,1399/03/05,3
پیروزی.منطقه13,1399/03/06,3
پیروزی.منطقه13,1399/03/07,3
پیروزی.منطقه13,1399/03/08,4
پیروزی.منطقه13,1399/03/09,3
پیروزی.منطقه13,1399/03/10,3
پیروزی.منطقه13,1399/03/11,4
پیروزی.منطقه13,1399/03/12,6
پیروزی.منطقه13,1399/03/13,6
پیروزی.منطقه13,1399/03/14,3
پیروزی.منطقه13,1399/03/15,4
پیروزی.منطقه13,1399/03/16,5
پیروزی.منطقه13,1399/03/17,5
پیروزی.منطقه13,1399/03/18,5
پیروزی.منطقه13,1399/03/19,5
پیروزی.منطقه13,1399/03/20,4
پیروزی.منطقه13,1399/03/21,4
پیروزی.منطقه13,1399/03/22,5
پیروزی.منطقه13,1399/03/23,3
پیروزی.منطقه13,1399/03/24,6
پیروزی.منطقه13,1399/03/25,6
پیروزی.منطقه13,1399/03/26,8
پیروزی.منطقه13,1399/03/27,5
پیروزی.منطقه13,1399/03/28,3
پیروزی.منطقه13,1399/03/29,5
پیروزی.منطقه13,1399/03/30,3
پیروزی.منطقه13,1399/03/31,5
پیروزی.منطقه13,1399/04/01,4
پیروزی.منطقه13,1399/04/02,5
پیروزی.منطقه13,1399/04/03,4
پیروزی.منطقه13,1399/04/04,7
پیروزی.منطقه13,1399/04/05,4
پیروزی.منطقه13,1399/04/06,4
پیروزی.منطقه13,1399/04/07,5
پیروزی.منطقه13,1399/04/08,6
پیروزی.منطقه13,1399/04/09,6
پیروزی.منطقه13,1399/04/10,8
پیروزی.منطقه13,1399/04/11,5
پیروزی.منطقه13,1399/04/12,5
پیروزی.منطقه13,1399/04/13,5
پیروزی.منطقه13,1399/04/14,6
پیروزی.منطقه13,1399/04/15,5
پیروزی.منطقه13,1399/04/16,5
پیروزی.منطقه13,1399/04/17,4
پیروزی.منطقه13,1399/04/18,4
پیروزی.منطقه13,1399/04/19,3
پیروزی.منطقه13,1399/04/20,4
پیروزی.منطقه13,1399/04/21,4
پیروزی.منطقه13,1399/04/22,5
پیروزی.منطقه13,1399/04/23,3
پیروزی.منطقه13,1399/04/24,3
پیروزی.منطقه13,1399/04/25,3
پیروزی.منطقه13,1399/04/26,3
پیروزی.منطقه13,1399/04/27,5
پیروزی.منطقه13,1399/04/28,5
پیروزی.منطقه13,1399/04/29,5
پیروزی.منطقه13,1399/04/30,5
پیروزی.منطقه13,1399/04/31,4
پیروزی.منطقه13,1399/05/01,4
پیروزی.منطقه13,1399/05/02,5
پیروزی.منطقه13,1399/05/03,3
پیروزی.منطقه13,1399/05/04,2
پیروزی.منطقه13,1399/05/05,4
پیروزی.منطقه13,1399/05/06,4
پیروزی.منطقه13,1399/05/07,6
پیروزی.منطقه13,1399/05/08,6
پیروزی.منطقه13,1399/05/09,5
پیروزی.منطقه13,1399/05/10,3
پیروزی.منطقه13,1399/05/11,8
پیروزی.منطقه13,1399/05/12,4
پیروزی.منطقه13,1399/05/13,4
پیروزی.منطقه13,1399/05/14,3
پیروزی.منطقه13,1399/05/15,4
پیروزی.منطقه13,1399/05/16,4
پیروزی.منطقه13,1399/05/17,3
پیروزی.منطقه13,1399/05/18,4
پیروزی.منطقه13,1399/05/19,6
پیروزی.منطقه13,1399/05/20,4
پیروزی.منطقه13,1399/05/21,6
پیروزی.منطقه13,1399/05/22,5
پیروزی.منطقه13,1399/05/23,7
پیروزی.منطقه13,1399/05/24,6
پیروزی.منطقه13,1399/05/25,6
پیروزی.منطقه13,1399/05/26,5
پیروزی.منطقه13,1399/05/27,7
پیروزی.منطقه13,1399/05/28,7
پیروزی.منطقه13,1399/05/29,6
پیروزی.منطقه13,1399/05/30,7
پیروزی.منطقه13,1399/05/31,5
پیروزی.منطقه13,1399/06/01,6
پیروزی.منطقه13,1399/06/02,6
پیروزی.منطقه13,1399/06/03,8
پیروزی.منطقه13,1399/06/04,7
پیروزی.منطقه13,1399/06/05,15
پیروزی.منطقه13,1399/06/06,6
پیروزی.منطقه13,1399/06/07,5
پیروزی.منطقه13,1399/06/08,11
پیروزی.منطقه13,1399/06/09,16
پیروزی.منطقه13,1399/06/10,20
پیروزی.منطقه13,1399/06/11,16
پیروزی.منطقه13,1399/06/12,10
پیروزی.منطقه13,1399/06/13,7
پیروزی.منطقه13,1399/06/14,4
پیروزی.منطقه13,1399/06/15,7
پیروزی.منطقه13,1399/06/16,6
پیروزی.منطقه13,1399/06/17,5
پیروزی.منطقه13,1399/06/18,6
پیروزی.منطقه13,1399/06/19,7
پیروزی.منطقه13,1399/06/20,10
پیروزی.منطقه13,1399/06/21,8
پیروزی.منطقه13,1399/06/22,5
پیروزی.منطقه13,1399/06/23,5
پیروزی.منطقه13,1399/06/24,8
پیروزی.منطقه13,1399/06/25,7
پیروزی.منطقه13,1399/06/26,10
پیروزی.منطقه13,1399/06/27,9
پیروزی.منطقه13,1399/06/28,9
پیروزی.منطقه13,1399/06/29,8
پیروزی.منطقه13,1399/06/30,6
پیروزی.منطقه13,1399/06/31,7
پیروزی.منطقه13,1399/07/01,9
پیروزی.منطقه13,1399/07/02,7
پیروزی.منطقه13,1399/07/03,6
پیروزی.منطقه13,1399/07/04,6
پیروزی.منطقه13,1399/07/05,12
پیروزی.منطقه13,1399/07/06,7
پیروزی.منطقه13,1399/07/07,5
پیروزی.منطقه13,1399/07/08,5
پیروزی.منطقه13,1399/07/09,5
پیروزی.منطقه13,1399/07/10,9
پیروزی.منطقه13,1399/07/11,6
پیروزی.منطقه13,1399/07/12,6
پیروزی.منطقه13,1399/07/13,4
پیروزی.منطقه13,1399/07/14,3
پیروزی.منطقه13,1399/07/15,4
پیروزی.منطقه13,1399/07/16,4
پیروزی.منطقه13,1399/07/17,4
پیروزی.منطقه13,1399/07/18,3
پیروزی.منطقه13,1399/07/19,4
پیروزی.منطقه13,1399/07/20,7
پیروزی.منطقه13,1399/07/21,12
پیروزی.منطقه13,1399/07/22,13
پیروزی.منطقه13,1399/07/23,13
پیروزی.منطقه13,1399/07/24,12
پیروزی.منطقه13,1399/07/25,12
پیروزی.منطقه13,1399/07/26,11
پیروزی.منطقه13,1399/07/27,9
پیروزی.منطقه13,1399/07/28,11
پیروزی.منطقه13,1399/07/29,10
پیروزی.منطقه13,1399/07/30,9
پیروزی.منطقه13,1399/08/01,8
پیروزی.منطقه13,1399/08/02,8
پیروزی.منطقه13,1399/08/03,8
پیروزی.منطقه13,1399/08/04,9
پیروزی.منطقه13,1399/08/05,14
پیروزی.منطقه13,1399/08/06,9
پیروزی.منطقه13,1399/08/07,9
پیروزی.منطقه13,1399/08/08,10
پیروزی.منطقه13,1399/08/09,10
پیروزی.منطقه13,1399/08/10,11
پیروزی.منطقه13,1399/08/11,10
پیروزی.منطقه13,1399/08/12,10
پیروزی.منطقه13,1399/08/13,9
پیروزی.منطقه13,1399/08/14,7
پیروزی.منطقه13,1399/08/15,4
پیروزی.منطقه13,1399/08/16,
پیروزی.منطقه13,1399/08/17,
پیروزی.منطقه13,1399/08/18,
پیروزی.منطقه13,1399/08/19,
پیروزی.منطقه13,1399/08/20,8
پیروزی.منطقه13,1399/08/21,4
پیروزی.منطقه13,1399/08/22,5
پیروزی.منطقه13,1399/08/23,3
پیروزی.منطقه13,1399/08/24,3
پیروزی.منطقه13,1399/08/25,5
پیروزی.منطقه13,1399/08/26,6
پیروزی.منطقه13,1399/08/27,6
پیروزی.منطقه13,1399/08/28,8
پیروزی.منطقه13,1399/08/29,4
پیروزی.منطقه13,1399/08/30,5
پیروزی.منطقه13,1399/09/01,4
پیروزی.منطقه13,1399/09/02,7
پیروزی.منطقه13,1399/09/03,7
پیروزی.منطقه13,1399/09/04,5
پیروزی.منطقه13,1399/09/05,9
پیروزی.منطقه13,1399/09/06,9
پیروزی.منطقه13,1399/09/07,6
پیروزی.منطقه13,1399/09/08,8
پیروزی.منطقه13,1399/09/09,4
پیروزی.منطقه13,1399/09/10,6
پیروزی.منطقه13,1399/09/11,11
پیروزی.منطقه13,1399/09/12,16
پیروزی.منطقه13,1399/09/13,7
پیروزی.منطقه13,1399/09/14,11
پیروزی.منطقه13,1399/09/15,7
پیروزی.منطقه13,1399/09/16,4
پیروزی.منطقه13,1399/09/17,4
پیروزی.منطقه13,1399/09/18,5
پیروزی.منطقه13,1399/09/19,8
پیروزی.منطقه13,1399/09/20,12
پیروزی.منطقه13,1399/09/21,8
پیروزی.منطقه13,1399/09/22,10
پیروزی.منطقه13,1399/09/23,10
پیروزی.منطقه13,1399/09/24,11
پیروزی.منطقه13,1399/09/25,11
پیروزی.منطقه13,1399/09/26,9
پیروزی.منطقه13,1399/09/27,12
پیروزی.منطقه13,1399/09/28,8
پیروزی.منطقه13,1399/09/29,5
پیروزی.منطقه13,1399/09/30,6
پیروزی.منطقه13,1399/10/01,7
پیروزی.منطقه13,1399/10/02,11
پیروزی.منطقه13,1399/10/03,10
پیروزی.منطقه13,1399/10/04,6
پیروزی.منطقه13,1399/10/05,3
پیروزی.منطقه13,1399/10/06,12
پیروزی.منطقه13,1399/10/07,15
پیروزی.منطقه13,1399/10/08,18
پیروزی.منطقه13,1399/10/09,16
پیروزی.منطقه13,1399/10/10,20
پیروزی.منطقه13,1399/10/11,15
پیروزی.منطقه13,1399/10/12,15
پیروزی.منطقه13,1399/10/13,16
پیروزی.منطقه13,1399/10/14,24
پیروزی.منطقه13,1399/10/15,14
پیروزی.منطقه13,1399/10/16,10
پیروزی.منطقه13,1399/10/17,12
پیروزی.منطقه13,1399/10/18,15
پیروزی.منطقه13,1399/10/19,13
پیروزی.منطقه13,1399/10/20,15
پیروزی.منطقه13,1399/10/21,17
پیروزی.منطقه13,1399/10/22,16
