ایستگاه,تاریخ,SO2 ppb
تربیت.مدرس.منطقه6,1397/12/06,5
تربیت.مدرس.منطقه6,1397/12/07,11
تربیت.مدرس.منطقه6,1397/12/08,4
تربیت.مدرس.منطقه6,1397/12/09,2
تربیت.مدرس.منطقه6,1397/12/10,2
تربیت.مدرس.منطقه6,1397/12/11,5
تربیت.مدرس.منطقه6,1397/12/12,5
تربیت.مدرس.منطقه6,1397/12/13,6
تربیت.مدرس.منطقه6,1397/12/14,5
تربیت.مدرس.منطقه6,1397/12/15,6
تربیت.مدرس.منطقه6,1397/12/16,5
تربیت.مدرس.منطقه6,1397/12/17,3
تربیت.مدرس.منطقه6,1397/12/18,3
تربیت.مدرس.منطقه6,1397/12/19,9
تربیت.مدرس.منطقه6,1397/12/20,10
تربیت.مدرس.منطقه6,1397/12/21,7
تربیت.مدرس.منطقه6,1397/12/22,5
تربیت.مدرس.منطقه6,1397/12/23,6
تربیت.مدرس.منطقه6,1397/12/25,3
تربیت.مدرس.منطقه6,1397/12/26,3
تربیت.مدرس.منطقه6,1397/12/27,1
تربیت.مدرس.منطقه6,1397/12/28,2
تربیت.مدرس.منطقه6,1397/12/29,3
تربیت.مدرس.منطقه6,1398/01/01,2
تربیت.مدرس.منطقه6,1398/01/02,2
تربیت.مدرس.منطقه6,1398/01/03,2
تربیت.مدرس.منطقه6,1398/01/04,2
تربیت.مدرس.منطقه6,1398/01/05,2
تربیت.مدرس.منطقه6,1398/01/06,2
تربیت.مدرس.منطقه6,1398/01/07,2
تربیت.مدرس.منطقه6,1398/01/08,2
تربیت.مدرس.منطقه6,1398/01/09,2
تربیت.مدرس.منطقه6,1398/01/10,3
تربیت.مدرس.منطقه6,1398/01/11,2
تربیت.مدرس.منطقه6,1398/01/12,2
تربیت.مدرس.منطقه6,1398/01/13,2
تربیت.مدرس.منطقه6,1398/01/14,3
تربیت.مدرس.منطقه6,1398/01/15,3
تربیت.مدرس.منطقه6,1398/01/16,4
تربیت.مدرس.منطقه6,1398/01/17,3
تربیت.مدرس.منطقه6,1398/01/18,3
تربیت.مدرس.منطقه6,1398/01/19,3
تربیت.مدرس.منطقه6,1398/01/20,3
تربیت.مدرس.منطقه6,1398/01/21,2
تربیت.مدرس.منطقه6,1398/01/22,3
تربیت.مدرس.منطقه6,1398/01/23,3
تربیت.مدرس.منطقه6,1398/01/24,2
تربیت.مدرس.منطقه6,1398/01/25,3
تربیت.مدرس.منطقه6,1398/01/26,4
تربیت.مدرس.منطقه6,1398/01/27,7
تربیت.مدرس.منطقه6,1398/01/28,4
تربیت.مدرس.منطقه6,1398/01/29,3
تربیت.مدرس.منطقه6,1398/01/30,3
تربیت.مدرس.منطقه6,1398/01/31,4
تربیت.مدرس.منطقه6,1398/02/01,2
تربیت.مدرس.منطقه6,1398/02/02,3
تربیت.مدرس.منطقه6,1398/02/03,3
تربیت.مدرس.منطقه6,1398/02/04,5
تربیت.مدرس.منطقه6,1398/02/05,4
تربیت.مدرس.منطقه6,1398/02/06,3
تربیت.مدرس.منطقه6,1398/02/07,3
تربیت.مدرس.منطقه6,1398/02/08,4
تربیت.مدرس.منطقه6,1398/02/09,4
تربیت.مدرس.منطقه6,1398/02/10,4
تربیت.مدرس.منطقه6,1398/02/11,5
تربیت.مدرس.منطقه6,1398/02/12,5
تربیت.مدرس.منطقه6,1398/02/13,4
تربیت.مدرس.منطقه6,1398/02/14,4
تربیت.مدرس.منطقه6,1398/02/15,4
تربیت.مدرس.منطقه6,1398/02/16,5
تربیت.مدرس.منطقه6,1398/02/17,4
تربیت.مدرس.منطقه6,1398/02/18,3
تربیت.مدرس.منطقه6,1398/02/19,3
تربیت.مدرس.منطقه6,1398/02/20,2
تربیت.مدرس.منطقه6,1398/02/21,5
تربیت.مدرس.منطقه6,1398/02/22,4
تربیت.مدرس.منطقه6,1398/02/23,4
تربیت.مدرس.منطقه6,1398/02/24,4
تربیت.مدرس.منطقه6,1398/02/25,3
تربیت.مدرس.منطقه6,1398/02/26,2
تربیت.مدرس.منطقه6,1398/02/27,5
تربیت.مدرس.منطقه6,1398/02/28,4
تربیت.مدرس.منطقه6,1398/02/29,5
تربیت.مدرس.منطقه6,1398/02/30,3
تربیت.مدرس.منطقه6,1398/02/31,4
تربیت.مدرس.منطقه6,1398/03/01,2
تربیت.مدرس.منطقه6,1398/03/02,5
تربیت.مدرس.منطقه6,1398/03/03,5
تربیت.مدرس.منطقه6,1398/03/04,5
تربیت.مدرس.منطقه6,1398/03/05,3
تربیت.مدرس.منطقه6,1398/03/06,3
تربیت.مدرس.منطقه6,1398/03/07,5
تربیت.مدرس.منطقه6,1398/03/08,4
تربیت.مدرس.منطقه6,1398/03/09,3
تربیت.مدرس.منطقه6,1398/03/10,3
تربیت.مدرس.منطقه6,1398/03/11,3
تربیت.مدرس.منطقه6,1398/03/12,5
تربیت.مدرس.منطقه6,1398/03/13,5
تربیت.مدرس.منطقه6,1398/03/14,4
تربیت.مدرس.منطقه6,1398/03/15,3
تربیت.مدرس.منطقه6,1398/03/16,4
تربیت.مدرس.منطقه6,1398/03/18,8
تربیت.مدرس.منطقه6,1398/03/19,3
تربیت.مدرس.منطقه6,1398/03/20,4
تربیت.مدرس.منطقه6,1398/03/21,5
تربیت.مدرس.منطقه6,1398/03/22,4
تربیت.مدرس.منطقه6,1398/03/23,3
تربیت.مدرس.منطقه6,1398/03/24,4
تربیت.مدرس.منطقه6,1398/03/25,3
تربیت.مدرس.منطقه6,1398/03/26,5
تربیت.مدرس.منطقه6,1398/03/27,5
تربیت.مدرس.منطقه6,1398/03/28,5
تربیت.مدرس.منطقه6,1398/03/29,6
تربیت.مدرس.منطقه6,1398/03/30,3
تربیت.مدرس.منطقه6,1398/03/31,4
تربیت.مدرس.منطقه6,1398/04/01,5
تربیت.مدرس.منطقه6,1398/04/02,5
تربیت.مدرس.منطقه6,1398/04/03,5
تربیت.مدرس.منطقه6,1398/04/04,3
تربیت.مدرس.منطقه6,1398/04/05,6
تربیت.مدرس.منطقه6,1398/04/06,4
تربیت.مدرس.منطقه6,1398/04/07,4
تربیت.مدرس.منطقه6,1398/04/08,4
تربیت.مدرس.منطقه6,1398/04/09,7
تربیت.مدرس.منطقه6,1398/04/10,5
تربیت.مدرس.منطقه6,1398/04/11,4
تربیت.مدرس.منطقه6,1398/04/12,5
تربیت.مدرس.منطقه6,1398/04/13,5
تربیت.مدرس.منطقه6,1398/04/14,6
تربیت.مدرس.منطقه6,1398/04/15,5
تربیت.مدرس.منطقه6,1398/04/16,4
تربیت.مدرس.منطقه6,1398/04/17,6
تربیت.مدرس.منطقه6,1398/04/18,7
تربیت.مدرس.منطقه6,1398/04/19,3
تربیت.مدرس.منطقه6,1398/04/20,4
تربیت.مدرس.منطقه6,1398/04/21,3
تربیت.مدرس.منطقه6,1398/04/22,4
تربیت.مدرس.منطقه6,1398/04/23,6
تربیت.مدرس.منطقه6,1398/04/24,5
تربیت.مدرس.منطقه6,1398/04/25,3
تربیت.مدرس.منطقه6,1398/04/26,3
تربیت.مدرس.منطقه6,1398/04/27,4
تربیت.مدرس.منطقه6,1398/04/28,4
تربیت.مدرس.منطقه6,1398/04/29,6
تربیت.مدرس.منطقه6,1398/04/30,5
تربیت.مدرس.منطقه6,1398/04/31,4
تربیت.مدرس.منطقه6,1398/05/01,5
تربیت.مدرس.منطقه6,1398/05/02,5
تربیت.مدرس.منطقه6,1398/05/03,7
تربیت.مدرس.منطقه6,1398/05/04,6
تربیت.مدرس.منطقه6,1398/05/05,7
تربیت.مدرس.منطقه6,1398/05/06,3
تربیت.مدرس.منطقه6,1398/05/07,4
تربیت.مدرس.منطقه6,1398/05/08,5
تربیت.مدرس.منطقه6,1398/05/09,6
تربیت.مدرس.منطقه6,1398/05/10,4
تربیت.مدرس.منطقه6,1398/05/11,4
تربیت.مدرس.منطقه6,1398/05/12,4
تربیت.مدرس.منطقه6,1398/05/13,4
تربیت.مدرس.منطقه6,1398/05/14,4
تربیت.مدرس.منطقه6,1398/05/15,4
تربیت.مدرس.منطقه6,1398/05/16,5
تربیت.مدرس.منطقه6,1398/05/17,4
تربیت.مدرس.منطقه6,1398/05/18,5
تربیت.مدرس.منطقه6,1398/05/19,4
تربیت.مدرس.منطقه6,1398/05/20,5
تربیت.مدرس.منطقه6,1398/05/21,4
تربیت.مدرس.منطقه6,1398/05/22,5
تربیت.مدرس.منطقه6,1398/05/23,5
تربیت.مدرس.منطقه6,1398/05/24,4
تربیت.مدرس.منطقه6,1398/05/25,4
تربیت.مدرس.منطقه6,1398/05/26,7
تربیت.مدرس.منطقه6,1398/05/27,6
تربیت.مدرس.منطقه6,1398/05/28,7
تربیت.مدرس.منطقه6,1398/05/29,5
تربیت.مدرس.منطقه6,1398/05/30,6
تربیت.مدرس.منطقه6,1398/05/31,6
تربیت.مدرس.منطقه6,1398/06/01,5
تربیت.مدرس.منطقه6,1398/06/02,5
تربیت.مدرس.منطقه6,1398/06/03,5
تربیت.مدرس.منطقه6,1398/06/04,7
تربیت.مدرس.منطقه6,1398/06/05,7
تربیت.مدرس.منطقه6,1398/06/06,
تربیت.مدرس.منطقه6,1398/06/07,4
تربیت.مدرس.منطقه6,1398/06/08,5
تربیت.مدرس.منطقه6,1398/06/09,5
تربیت.مدرس.منطقه6,1398/06/10,4
تربیت.مدرس.منطقه6,1398/06/11,7
تربیت.مدرس.منطقه6,1398/06/12,6
تربیت.مدرس.منطقه6,1398/06/13,4
تربیت.مدرس.منطقه6,1398/06/14,8
تربیت.مدرس.منطقه6,1398/06/15,6
تربیت.مدرس.منطقه6,1398/06/16,5
تربیت.مدرس.منطقه6,1398/06/17,4
تربیت.مدرس.منطقه6,1398/06/18,4
تربیت.مدرس.منطقه6,1398/06/19,4
تربیت.مدرس.منطقه6,1398/06/20,6
تربیت.مدرس.منطقه6,1398/06/21,6
تربیت.مدرس.منطقه6,1398/06/22,5
تربیت.مدرس.منطقه6,1398/06/23,4
تربیت.مدرس.منطقه6,1398/06/24,6
تربیت.مدرس.منطقه6,1398/06/25,4
تربیت.مدرس.منطقه6,1398/06/26,7
تربیت.مدرس.منطقه6,1398/06/27,7
تربیت.مدرس.منطقه6,1398/06/28,6
تربیت.مدرس.منطقه6,1398/06/29,5
تربیت.مدرس.منطقه6,1398/06/30,5
تربیت.مدرس.منطقه6,1398/06/31,5
تربیت.مدرس.منطقه6,1398/07/01,8
تربیت.مدرس.منطقه6,1398/07/02,6
تربیت.مدرس.منطقه6,1398/07/03,7
تربیت.مدرس.منطقه6,1398/07/04,5
تربیت.مدرس.منطقه6,1398/07/05,6
تربیت.مدرس.منطقه6,1398/07/06,4
تربیت.مدرس.منطقه6,1398/07/07,6
تربیت.مدرس.منطقه6,1398/07/08,4
تربیت.مدرس.منطقه6,1398/07/09,7
تربیت.مدرس.منطقه6,1398/07/10,5
تربیت.مدرس.منطقه6,1398/07/11,7
تربیت.مدرس.منطقه6,1398/07/12,6
تربیت.مدرس.منطقه6,1398/07/13,4
تربیت.مدرس.منطقه6,1398/07/14,6
تربیت.مدرس.منطقه6,1398/07/15,5
تربیت.مدرس.منطقه6,1398/07/16,6
تربیت.مدرس.منطقه6,1398/07/17,6
تربیت.مدرس.منطقه6,1398/07/18,5
تربیت.مدرس.منطقه6,1398/07/19,5
تربیت.مدرس.منطقه6,1398/07/20,8
تربیت.مدرس.منطقه6,1398/07/21,4
تربیت.مدرس.منطقه6,1398/07/22,6
تربیت.مدرس.منطقه6,1398/07/23,6
تربیت.مدرس.منطقه6,1398/07/24,7
تربیت.مدرس.منطقه6,1398/07/25,6
تربیت.مدرس.منطقه6,1398/07/26,5
تربیت.مدرس.منطقه6,1398/07/27,6
تربیت.مدرس.منطقه6,1398/07/28,6
تربیت.مدرس.منطقه6,1398/07/29,4
تربیت.مدرس.منطقه6,1398/07/30,4
تربیت.مدرس.منطقه6,1398/08/01,3
تربیت.مدرس.منطقه6,1398/08/02,3
تربیت.مدرس.منطقه6,1398/08/03,2
تربیت.مدرس.منطقه6,1398/08/04,2
تربیت.مدرس.منطقه6,1398/08/05,3
تربیت.مدرس.منطقه6,1398/08/06,3
تربیت.مدرس.منطقه6,1398/08/07,3
تربیت.مدرس.منطقه6,1398/08/08,4
تربیت.مدرس.منطقه6,1398/08/09,4
تربیت.مدرس.منطقه6,1398/08/10,3
تربیت.مدرس.منطقه6,1398/08/11,5
تربیت.مدرس.منطقه6,1398/08/12,5
تربیت.مدرس.منطقه6,1398/08/13,5
تربیت.مدرس.منطقه6,1398/08/14,7
تربیت.مدرس.منطقه6,1398/08/15,8
تربیت.مدرس.منطقه6,1398/08/16,6
تربیت.مدرس.منطقه6,1398/08/17,7
تربیت.مدرس.منطقه6,1398/08/18,8
تربیت.مدرس.منطقه6,1398/08/19,7
تربیت.مدرس.منطقه6,1398/08/20,7
تربیت.مدرس.منطقه6,1398/08/21,9
تربیت.مدرس.منطقه6,1398/08/22,6
تربیت.مدرس.منطقه6,1398/08/23,11
تربیت.مدرس.منطقه6,1398/08/24,3
تربیت.مدرس.منطقه6,1398/08/25,3
تربیت.مدرس.منطقه6,1398/08/26,4
تربیت.مدرس.منطقه6,1398/08/27,5
تربیت.مدرس.منطقه6,1398/08/28,5
تربیت.مدرس.منطقه6,1398/08/29,4
تربیت.مدرس.منطقه6,1398/08/30,4
تربیت.مدرس.منطقه6,1398/09/01,6
تربیت.مدرس.منطقه6,1398/09/02,5
تربیت.مدرس.منطقه6,1398/09/03,8
تربیت.مدرس.منطقه6,1398/09/04,7
تربیت.مدرس.منطقه6,1398/09/05,6
تربیت.مدرس.منطقه6,1398/09/06,9
تربیت.مدرس.منطقه6,1398/09/07,13
تربیت.مدرس.منطقه6,1398/09/08,7
تربیت.مدرس.منطقه6,1398/09/09,7
تربیت.مدرس.منطقه6,1398/09/10,8
تربیت.مدرس.منطقه6,1398/09/11,12
تربیت.مدرس.منطقه6,1398/09/12,5
تربیت.مدرس.منطقه6,1398/09/13,4
تربیت.مدرس.منطقه6,1398/09/14,7
تربیت.مدرس.منطقه6,1398/09/15,5
تربیت.مدرس.منطقه6,1398/09/16,3
تربیت.مدرس.منطقه6,1398/09/17,3
تربیت.مدرس.منطقه6,1398/09/18,5
تربیت.مدرس.منطقه6,1398/09/19,6
تربیت.مدرس.منطقه6,1398/09/20,6
تربیت.مدرس.منطقه6,1398/09/21,6
تربیت.مدرس.منطقه6,1398/09/22,
تربیت.مدرس.منطقه6,1398/09/23,9
تربیت.مدرس.منطقه6,1398/09/24,5
تربیت.مدرس.منطقه6,1398/09/25,6
تربیت.مدرس.منطقه6,1398/09/26,4
تربیت.مدرس.منطقه6,1398/09/27,5
تربیت.مدرس.منطقه6,1398/09/28,6
تربیت.مدرس.منطقه6,1398/09/29,6
تربیت.مدرس.منطقه6,1398/09/30,8
تربیت.مدرس.منطقه6,1398/10/01,14
تربیت.مدرس.منطقه6,1398/10/02,9
تربیت.مدرس.منطقه6,1398/10/03,12
تربیت.مدرس.منطقه6,1398/10/04,13
تربیت.مدرس.منطقه6,1398/10/05,8
تربیت.مدرس.منطقه6,1398/10/06,10
تربیت.مدرس.منطقه6,1398/10/07,2
تربیت.مدرس.منطقه6,1398/10/08,4
تربیت.مدرس.منطقه6,1398/10/09,6
تربیت.مدرس.منطقه6,1398/10/10,8
تربیت.مدرس.منطقه6,1398/10/11,5
تربیت.مدرس.منطقه6,1398/10/12,7
تربیت.مدرس.منطقه6,1398/10/13,10
تربیت.مدرس.منطقه6,1398/10/14,5
تربیت.مدرس.منطقه6,1398/10/15,5
تربیت.مدرس.منطقه6,1398/10/16,5
تربیت.مدرس.منطقه6,1398/10/17,9
تربیت.مدرس.منطقه6,1398/10/18,8
تربیت.مدرس.منطقه6,1398/10/19,4
تربیت.مدرس.منطقه6,1398/10/20,5
تربیت.مدرس.منطقه6,1398/10/21,5
تربیت.مدرس.منطقه6,1398/10/22,7
تربیت.مدرس.منطقه6,1398/10/23,13
تربیت.مدرس.منطقه6,1398/10/24,7
تربیت.مدرس.منطقه6,1398/10/25,7
تربیت.مدرس.منطقه6,1398/10/26,12
تربیت.مدرس.منطقه6,1398/10/27,5
تربیت.مدرس.منطقه6,1398/10/28,6
تربیت.مدرس.منطقه6,1398/10/29,3
تربیت.مدرس.منطقه6,1398/10/30,6
تربیت.مدرس.منطقه6,1398/11/01,10
تربیت.مدرس.منطقه6,1398/11/02,4
تربیت.مدرس.منطقه6,1398/11/03,4
تربیت.مدرس.منطقه6,1398/11/04,6
تربیت.مدرس.منطقه6,1398/11/05,8
تربیت.مدرس.منطقه6,1398/11/06,5
تربیت.مدرس.منطقه6,1398/11/07,7
تربیت.مدرس.منطقه6,1398/11/08,9
تربیت.مدرس.منطقه6,1398/11/09,12
تربیت.مدرس.منطقه6,1398/11/10,8
تربیت.مدرس.منطقه6,1398/11/11,8
تربیت.مدرس.منطقه6,1398/11/12,5
تربیت.مدرس.منطقه6,1398/11/13,6
تربیت.مدرس.منطقه6,1398/11/14,7
تربیت.مدرس.منطقه6,1398/11/15,7
تربیت.مدرس.منطقه6,1398/11/16,5
تربیت.مدرس.منطقه6,1398/11/17,10
تربیت.مدرس.منطقه6,1398/11/18,5
تربیت.مدرس.منطقه6,1398/11/19,5
تربیت.مدرس.منطقه6,1398/11/20,2
تربیت.مدرس.منطقه6,1398/11/21,3
تربیت.مدرس.منطقه6,1398/11/22,4
تربیت.مدرس.منطقه6,1398/11/23,7
تربیت.مدرس.منطقه6,1398/11/24,8
تربیت.مدرس.منطقه6,1398/11/25,5
تربیت.مدرس.منطقه6,1398/11/26,5
تربیت.مدرس.منطقه6,1398/11/27,7
تربیت.مدرس.منطقه6,1398/11/28,5
تربیت.مدرس.منطقه6,1398/11/29,10
تربیت.مدرس.منطقه6,1398/11/30,8
تربیت.مدرس.منطقه6,1398/12/01,3
تربیت.مدرس.منطقه6,1398/12/02,5
تربیت.مدرس.منطقه6,1398/12/03,5
تربیت.مدرس.منطقه6,1398/12/04,5
تربیت.مدرس.منطقه6,1398/12/05,5
تربیت.مدرس.منطقه6,1398/12/06,4
تربیت.مدرس.منطقه6,1398/12/07,4
تربیت.مدرس.منطقه6,1398/12/08,5
تربیت.مدرس.منطقه6,1398/12/09,6
تربیت.مدرس.منطقه6,1398/12/10,9
تربیت.مدرس.منطقه6,1398/12/11,7
تربیت.مدرس.منطقه6,1398/12/12,3
تربیت.مدرس.منطقه6,1398/12/13,5
تربیت.مدرس.منطقه6,1398/12/14,6
تربیت.مدرس.منطقه6,1398/12/15,7
تربیت.مدرس.منطقه6,1398/12/16,5
تربیت.مدرس.منطقه6,1398/12/17,4
تربیت.مدرس.منطقه6,1398/12/18,7
تربیت.مدرس.منطقه6,1398/12/19,6
تربیت.مدرس.منطقه6,1398/12/20,6
تربیت.مدرس.منطقه6,1398/12/21,11
تربیت.مدرس.منطقه6,1398/12/22,7
تربیت.مدرس.منطقه6,1398/12/23,8
تربیت.مدرس.منطقه6,1398/12/24,5
تربیت.مدرس.منطقه6,1398/12/25,5
تربیت.مدرس.منطقه6,1398/12/26,6
تربیت.مدرس.منطقه6,1398/12/27,3
تربیت.مدرس.منطقه6,1398/12/28,3
تربیت.مدرس.منطقه6,1398/12/29,3
تربیت.مدرس.منطقه6,1399/01/01,3
تربیت.مدرس.منطقه6,1399/01/02,3
تربیت.مدرس.منطقه6,1399/01/03,3
تربیت.مدرس.منطقه6,1399/01/04,3
تربیت.مدرس.منطقه6,1399/01/05,4
تربیت.مدرس.منطقه6,1399/01/06,5
تربیت.مدرس.منطقه6,1399/01/07,2
تربیت.مدرس.منطقه6,1399/01/08,2
تربیت.مدرس.منطقه6,1399/01/09,2
تربیت.مدرس.منطقه6,1399/01/10,3
تربیت.مدرس.منطقه6,1399/01/11,2
تربیت.مدرس.منطقه6,1399/01/12,2
تربیت.مدرس.منطقه6,1399/01/13,3
تربیت.مدرس.منطقه6,1399/01/14,2
تربیت.مدرس.منطقه6,1399/01/15,3
تربیت.مدرس.منطقه6,1399/01/16,3
تربیت.مدرس.منطقه6,1399/01/17,3
تربیت.مدرس.منطقه6,1399/01/18,5
تربیت.مدرس.منطقه6,1399/01/19,3
تربیت.مدرس.منطقه6,1399/01/20,1
تربیت.مدرس.منطقه6,1399/01/21,1
تربیت.مدرس.منطقه6,1399/01/22,3
تربیت.مدرس.منطقه6,1399/01/23,2
تربیت.مدرس.منطقه6,1399/01/24,3
تربیت.مدرس.منطقه6,1399/01/25,2
تربیت.مدرس.منطقه6,1399/01/26,3
تربیت.مدرس.منطقه6,1399/01/27,4
تربیت.مدرس.منطقه6,1399/01/28,4
تربیت.مدرس.منطقه6,1399/01/29,3
تربیت.مدرس.منطقه6,1399/01/30,5
تربیت.مدرس.منطقه6,1399/01/31,3
تربیت.مدرس.منطقه6,1399/02/01,3
تربیت.مدرس.منطقه6,1399/02/02,4
تربیت.مدرس.منطقه6,1399/02/03,4
تربیت.مدرس.منطقه6,1399/02/04,4
تربیت.مدرس.منطقه6,1399/02/05,4
تربیت.مدرس.منطقه6,1399/02/06,5
تربیت.مدرس.منطقه6,1399/02/07,3
تربیت.مدرس.منطقه6,1399/02/08,3
تربیت.مدرس.منطقه6,1399/02/09,2
تربیت.مدرس.منطقه6,1399/02/10,2
تربیت.مدرس.منطقه6,1399/02/11,3
تربیت.مدرس.منطقه6,1399/02/12,4
تربیت.مدرس.منطقه6,1399/02/13,4
تربیت.مدرس.منطقه6,1399/02/14,3
تربیت.مدرس.منطقه6,1399/02/15,4
تربیت.مدرس.منطقه6,1399/02/16,4
تربیت.مدرس.منطقه6,1399/02/17,2
تربیت.مدرس.منطقه6,1399/02/18,1
تربیت.مدرس.منطقه6,1399/02/19,2
تربیت.مدرس.منطقه6,1399/02/20,4
تربیت.مدرس.منطقه6,1399/02/21,2
تربیت.مدرس.منطقه6,1399/02/22,3
تربیت.مدرس.منطقه6,1399/02/23,3
تربیت.مدرس.منطقه6,1399/02/24,4
تربیت.مدرس.منطقه6,1399/02/25,5
تربیت.مدرس.منطقه6,1399/02/26,6
تربیت.مدرس.منطقه6,1399/02/27,4
تربیت.مدرس.منطقه6,1399/02/28,5
تربیت.مدرس.منطقه6,1399/02/29,4
تربیت.مدرس.منطقه6,1399/02/30,6
تربیت.مدرس.منطقه6,1399/02/31,3
تربیت.مدرس.منطقه6,1399/03/01,5
تربیت.مدرس.منطقه6,1399/03/02,5
تربیت.مدرس.منطقه6,1399/03/03,4
تربیت.مدرس.منطقه6,1399/03/04,4
تربیت.مدرس.منطقه6,1399/03/05,4
تربیت.مدرس.منطقه6,1399/03/06,4
تربیت.مدرس.منطقه6,1399/03/07,3
تربیت.مدرس.منطقه6,1399/03/08,4
تربیت.مدرس.منطقه6,1399/03/09,3
تربیت.مدرس.منطقه6,1399/03/10,5
تربیت.مدرس.منطقه6,1399/03/11,4
تربیت.مدرس.منطقه6,1399/03/12,5
تربیت.مدرس.منطقه6,1399/03/13,6
تربیت.مدرس.منطقه6,1399/03/14,3
تربیت.مدرس.منطقه6,1399/03/15,4
تربیت.مدرس.منطقه6,1399/03/16,3
تربیت.مدرس.منطقه6,1399/03/17,5
تربیت.مدرس.منطقه6,1399/03/18,3
تربیت.مدرس.منطقه6,1399/04/01,3
تربیت.مدرس.منطقه6,1399/04/02,4
تربیت.مدرس.منطقه6,1399/04/03,4
تربیت.مدرس.منطقه6,1399/04/04,8
تربیت.مدرس.منطقه6,1399/04/05,4
تربیت.مدرس.منطقه6,1399/04/06,4
تربیت.مدرس.منطقه6,1399/04/07,5
تربیت.مدرس.منطقه6,1399/04/08,4
تربیت.مدرس.منطقه6,1399/04/09,5
تربیت.مدرس.منطقه6,1399/04/10,6
تربیت.مدرس.منطقه6,1399/04/11,6
تربیت.مدرس.منطقه6,1399/04/12,2
تربیت.مدرس.منطقه6,1399/04/13,3
تربیت.مدرس.منطقه6,1399/04/14,4
تربیت.مدرس.منطقه6,1399/04/15,5
تربیت.مدرس.منطقه6,1399/04/16,4
تربیت.مدرس.منطقه6,1399/04/17,6
تربیت.مدرس.منطقه6,1399/04/18,4
تربیت.مدرس.منطقه6,1399/04/19,2
تربیت.مدرس.منطقه6,1399/04/20,4
تربیت.مدرس.منطقه6,1399/04/21,3
تربیت.مدرس.منطقه6,1399/04/22,4
تربیت.مدرس.منطقه6,1399/04/23,3
تربیت.مدرس.منطقه6,1399/04/24,2
تربیت.مدرس.منطقه6,1399/04/25,2
تربیت.مدرس.منطقه6,1399/04/26,4
تربیت.مدرس.منطقه6,1399/04/27,4
تربیت.مدرس.منطقه6,1399/04/28,6
تربیت.مدرس.منطقه6,1399/04/29,5
تربیت.مدرس.منطقه6,1399/04/30,5
تربیت.مدرس.منطقه6,1399/04/31,6
تربیت.مدرس.منطقه6,1399/05/01,3
تربیت.مدرس.منطقه6,1399/05/02,3
تربیت.مدرس.منطقه6,1399/05/03,3
تربیت.مدرس.منطقه6,1399/05/04,3
تربیت.مدرس.منطقه6,1399/05/05,6
